|match_id|player|possession_team|shot_end_location|possession_team_id|location|minute|location_x|location_y|z|x|y|match|competition_stage|score
72|7584|Takashi Inui|Japan|[120.0, 44.0, 0.8]|778.0|[94.0, 33.0]|51.0|94.0|33.0|120.0|44.0|0.8|Belgium vs Japan|Round of 16|3-2
73|7584|Jan Vertonghen|Belgium|[120.0, 43.8, 1.5]|782.0|[116.0, 23.0]|68.0|116.0|23.0|120.0|43.8|1.5|Belgium vs Japan|Round of 16|3-2
74|7584|Marouane Fellaini-Bakkioui|Belgium|[120.0, 41.5, 0.6]|782.0|[114.0, 42.0]|73.0|114.0|42.0|120.0|41.5|0.6|Belgium vs Japan|Round of 16|3-2
75|7584|Nacer Chadli|Belgium|[120.0, 37.4, 0.2]|782.0|[111.0, 37.0]|93.0|111.0|37.0|120.0|37.4|0.2|Belgium vs Japan|Round of 16|3-2
76|7545|Ante Rebić|Argentina|[120.0, 40.7, 1.9]|779.0|[108.0, 30.0]|52.0|108.0|30.0|120.0|40.7|1.9|Argentina vs Croatia|Group Stage|0-3
77|7545|Luka Modrić|Croatia|[120.0, 44.0, 1.1]|785.0|[93.0, 45.0]|79.0|93.0|45.0|120.0|44.0|1.1|Argentina vs Croatia|Group Stage|0-3
78|7545|Ivan Rakitić|Croatia|[120.0, 37.0, 0.4]|785.0|[112.0, 40.0]|90.0|112.0|40.0|120.0|37.0|0.4|Argentina vs Croatia|Group Stage|0-3
79|8649|Raphaël Varane|France|[120.0, 36.6, 1.3]|771.0|[109.0, 44.0]|39.0|109.0|44.0|120.0|36.6|1.3|Uruguay vs France|Quarter-finals|0-2
80|8649|Antoine Griezmann|France|[120.0, 40.9, 1.6]|771.0|[97.0, 21.0]|60.0|97.0|21.0|120.0|40.9|1.6|Uruguay vs France|Quarter-finals|0-2
81|8658|Ivan Perišić|Croatia|[120.0, 43.6, 0.8]|785.0|[105.0, 32.0]|27.0|105.0|32.0|120.0|43.6|0.8|France vs Croatia|Final|4-2
82|8658|Antoine Griezmann|France|[120.0, 37.6, 0.1]|771.0|[108.0, 40.0]|37.0|108.0|40.0|120.0|37.6|0.1|France vs Croatia|Final|4-2
83|8658|Paul Pogba|France|[120.0, 37.6, 1.0]|771.0|[102.0, 39.0]|58.0|102.0|39.0|120.0|37.6|1.0|France vs Croatia|Final|4-2
84|8658|Kylian Mbappé Lottin|France|[120.0, 37.0, 0.3]|771.0|[94.0, 40.0]|64.0|94.0|40.0|120.0|37.0|0.3|France vs Croatia|Final|4-2
85|8658|Mario Mandžukić|Croatia|[120.0, 36.6, 0.4]|785.0|[114.0, 43.0]|68.0|114.0|43.0|120.0|36.6|0.4|France vs Croatia|Final|4-2
86|7561|Milan Badelj|Croatia|[120.0, 36.6, 2.0]|785.0|[106.0, 40.0]|52.0|106.0|40.0|120.0|36.6|2.0|Iceland vs Croatia|Group Stage|1-2
87|7561|Gylfi Þór Sigurðsson|Iceland|[120.0, 40.7, 2.4]|793.0|[109.0, 41.0]|75.0|109.0|41.0|120.0|40.7|2.4|Iceland vs Croatia|Group Stage|1-2
88|7561|Ivan Perišić|Croatia|[120.0, 43.8, 2.0]|785.0|[111.0, 28.0]|89.0|111.0|28.0|120.0|43.8|2.0|Iceland vs Croatia|Group Stage|1-2
89|7531|Sergio Leonel Agüero del Castillo|Argentina|[119.0, 36.4, 2.3]|779.0|[106.0, 37.0]|18.0|106.0|37.0|119.0|36.4|2.3|Argentina vs Iceland|Group Stage|1-1
90|7531|Alfreð Finnbogason|Iceland|[120.0, 40.3, 0.5]|793.0|[113.0, 39.0]|22.0|113.0|39.0|120.0|40.3|0.5|Argentina vs Iceland|Group Stage|1-1
91|7582|Artem Dzyuba|Russia|[120.0, 43.0, 1.7]|796.0|[108.0, 40.0]|40.0|108.0|40.0|120.0|43.0|1.7|Spain vs Russia|Round of 16|1-1
92|7582|Andrés Iniesta Luján|Spain|[120.0, 42.0, 1.6]|772.0|[109.0, 41.0]|120.0|109.0|41.0|120.0|42.0|1.6|Spain vs Russia|Round of 16|1-1
93|7582|Fyodor Smolov|Russia|[120.0, 37.4, 1.2]|796.0|[109.0, 41.0]|120.0|109.0|41.0|120.0|37.4|1.2|Spain vs Russia|Round of 16|1-1
94|7582|Gerard Piqué Bernabéu|Spain|[120.0, 36.2, 1.1]|772.0|[109.0, 41.0]|121.0|109.0|41.0|120.0|36.2|1.1|Spain vs Russia|Round of 16|1-1
95|7582|Sergei Ignashevich|Russia|[120.0, 43.4, 1.6]|796.0|[109.0, 41.0]|122.0|109.0|41.0|120.0|43.4|1.6|Spain vs Russia|Round of 16|1-1
96|7582|Aleksandr Golovin|Russia|[120.0, 38.5, 0.2]|796.0|[109.0, 41.0]|123.0|109.0|41.0|120.0|38.5|0.2|Spain vs Russia|Round of 16|1-1
97|7582|Sergio Ramos García|Spain|[120.0, 37.8, 1.6]|772.0|[109.0, 41.0]|124.0|109.0|41.0|120.0|37.8|1.6|Spain vs Russia|Round of 16|1-1
98|7582|Denis Cheryshev|Russia|[120.0, 40.5, 1.3]|796.0|[109.0, 41.0]|124.0|109.0|41.0|120.0|40.5|1.3|Spain vs Russia|Round of 16|1-1
99|7552|Eden Hazard|Belgium|[120.0, 37.0, 0.0]|782.0|[108.0, 40.0]|6.0|108.0|40.0|120.0|37.0|0.0|Belgium vs Tunisia|Group Stage|5-2
100|7552|Romelu Lukaku Menama|Belgium|[120.0, 44.0, 0.0]|782.0|[104.0, 33.0]|15.0|104.0|33.0|120.0|44.0|0.0|Belgium vs Tunisia|Group Stage|5-2
101|7552|Dylan Daniel Mahmoud Bronn|Tunisia|[120.0, 43.4, 1.3]|777.0|[112.0, 41.0]|17.0|112.0|41.0|120.0|43.4|1.3|Belgium vs Tunisia|Group Stage|5-2
102|7552|Romelu Lukaku Menama|Belgium|[120.0, 40.3, 0.2]|782.0|[112.0, 45.0]|47.0|112.0|45.0|120.0|40.3|0.2|Belgium vs Tunisia|Group Stage|5-2
103|7552|Eden Hazard|Belgium|[120.0, 37.6, 1.3]|782.0|[109.0, 38.0]|50.0|109.0|38.0|120.0|37.6|1.3|Belgium vs Tunisia|Group Stage|5-2
104|7552|Michy Batshuayi Tunga|Belgium|[120.0, 43.6, 0.1]|782.0|[113.0, 35.0]|89.0|113.0|35.0|120.0|43.6|0.1|Belgium vs Tunisia|Group Stage|5-2
105|7552|Wahbi Khazri|Tunisia|[120.0, 36.8, 0.5]|777.0|[111.0, 44.0]|92.0|111.0|44.0|120.0|36.8|0.5|Belgium vs Tunisia|Group Stage|5-2
106|7532|Yussuf Yurary Poulsen|Denmark|[120.0, 37.0, 0.5]|776.0|[108.0, 28.0]|58.0|108.0|28.0|120.0|37.0|0.5|Peru vs Denmark|Group Stage|0-1
107|7560|Khalid Boutaïb|Spain|[120.0, 39.9, 0.4]|772.0|[107.0, 45.0]|13.0|107.0|45.0|120.0|39.9|0.4|Spain vs Morocco|Group Stage|2-2
108|7560|Francisco Román Alarcón Suárez|Spain|[120.0, 37.4, 2.0]|772.0|[114.0, 38.0]|18.0|114.0|38.0|120.0|37.4|2.0|Spain vs Morocco|Group Stage|2-2
109|7560|Youssef En-Nesyri|Morocco|[120.0, 43.4, 1.8]|788.0|[110.0, 40.0]|80.0|110.0|40.0|120.0|43.4|1.8|Spain vs Morocco|Group Stage|2-2
110|7560|Iago Aspas Juncal|Spain|[120.0, 37.0, 1.6]|772.0|[116.0, 44.0]|90.0|116.0|44.0|120.0|37.0|1.6|Spain vs Morocco|Group Stage|2-2
111|7533|Philippe Coutinho Correia|Brazil|[120.0, 44.0, 2.1]|781.0|[99.0, 21.0]|19.0|99.0|21.0|120.0|44.0|2.1|Brazil vs Switzerland|Group Stage|1-1
112|7533|Steven Zuber|Switzerland|[120.0, 41.9, 2.5]|773.0|[116.0, 41.0]|49.0|116.0|41.0|120.0|41.9|2.5|Brazil vs Switzerland|Group Stage|1-1
113|7564|Lionel Andrés Messi Cuccittini|Argentina|[120.0, 37.4, 1.9]|779.0|[112.0, 50.0]|13.0|112.0|50.0|120.0|37.4|1.9|Nigeria vs Argentina|Group Stage|1-2
